inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
inf,19.72792206135786,18.72792206135786,17.72792206135786,16.72792206135786,15.727922061357859,14.727922061357859,13.727922061357859,12.727922061357859,12.313708498984763,11.899494936611667,11.485281374238571,11.071067811865476,10.65685424949238,10.242640687119284,9.82842712474619,9.414213562373096,9.0,9.414213562373096,9.82842712474619,10.242640687119284,inf
inf,20.142135623730955,19.142135623730955,18.142135623730955,inf,15.313708498984763,14.313708498984763,13.313708498984763,12.313708498984763,11.313708498984763,10.899494936611667,10.485281374238571,10.071067811865476,9.65685424949238,9.242640687119284,8.82842712474619,8.414213562373096,8.0,8.414213562373096,8.82842712474619,9.242640687119284,inf
inf,20.55634918610405,19.55634918610405,19.142135623730955,inf,14.899494936611667,13.899494936611667,12.899494936611667,11.899494936611667,10.899494936611667,9.899494936611667,9.485281374238571,9.071067811865476,8.65685424949238,8.242640687119284,7.82842712474619,7.414213562373095,7.0,7.414213562373095,7.82842712474619,8.242640687119284,inf
inf,20.970562748477146,20.55634918610405,20.142135623730955,inf,14.485281374238571,13.485281374238571,12.485281374238571,11.485281374238571,10.485281374238571,9.485281374238571,8.485281374238571,8.071067811865476,7.65685424949238,7.242640687119285,6.82842712474619,6.414213562373095,6.0,6.414213562373095,6.82842712474619,7.242640687119285,inf
inf,20.414213562373096,inf,inf,inf,inf,inf,12.071067811865476,11.071067811865476,10.071067811865476,9.071067811865476,8.071067811865476,7.0710678118654755,6.65685424949238,6.242640687119285,5.82842712474619,5.414213562373095,5.0,5.414213562373095,5.82842712474619,6.242640687119285,inf
inf,19.414213562373096,inf,15.656854249492383,14.656854249492383,14.242640687119287,13.485281374238571,inf,10.65685424949238,9.65685424949238,8.65685424949238,7.656854249492381,6.656854249492381,5.656854249492381,5.242640687119285,4.82842712474619,4.414213562373095,4.0,4.414213562373095,4.82842712474619,5.242640687119285,inf
inf,18.414213562373096,inf,15.242640687119287,14.242640687119287,13.242640687119287,12.828427124746192,inf,11.071067811865476,10.071067811865476,9.071067811865476,8.071067811865476,7.0710678118654755,inf,4.242640687119286,3.82842712474619,3.414213562373095,3.0,3.414213562373095,3.82842712474619,4.242640687119286,inf
inf,17.414213562373096,inf,14.828427124746192,13.828427124746192,12.828427124746192,11.828427124746192,inf,inf,inf,inf,inf,inf,inf,3.82842712474619,2.8284271247461903,2.414213562373095,2.0,2.414213562373095,2.8284271247461903,3.82842712474619,inf
inf,16.414213562373096,inf,inf,13.414213562373096,12.414213562373096,11.414213562373096,10.414213562373096,9.414213562373096,8.414213562373096,7.414213562373095,inf,5.414213562373095,4.414213562373095,3.414213562373095,2.414213562373095,1.4142135623730951,1.0,1.4142135623730951,2.414213562373095,3.414213562373095,inf
inf,16.0,15.0,14.0,13.0,12.0,11.0,10.0,9.0,8.0,7.0,6.0,5.0,4.0,3.0,2.0,1.0,0,1.0,2.0,3.0,inf
inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
